Date,Goal,Funds
2023-12-01 00:01:00-05:00,25000,18750.0
2023-12-01 21:01:00-05:00,25000,19250.0
2023-12-02 21:01:00-05:00,25000,19250.0
2023-12-03 21:01:00-05:00,25000,19750.0
2023-12-04 21:01:00-05:00,25000,20000.0
2023-12-05 21:01:00-05:00,25000,20500.0
2023-12-06 21:01:00-05:00,25000,20750.0
2023-12-07 21:01:00-05:00,25000,20750.0
2023-12-08 21:01:00-05:00,25000,21000.0
2023-12-09 21:01:00-05:00,25000,21500.0
2023-12-10 21:01:00-05:00,25000,21750.0
2023-12-11 21:01:00-05:00,25000,22250.0
2023-12-12 21:01:00-05:00,25000,22750.0
2023-12-13 21:01:00-05:00,25000,22750.0
2023-12-14 21:01:00-05:00,25000,23000.0
2023-12-15 21:01:00-05:00,25000,23250.0
2023-12-16 21:01:00-05:00,25000,23250.0
2023-12-17 21:01:00-05:00,25000,23500.0
2023-12-18 21:01:00-05:00,25000,24000.0
2023-12-19 21:01:00-05:00,25000,24500.0
2023-12-20 21:01:00-05:00,25000,25000.0
2023-12-21 21:01:00-05:00,25000,25000.0
2023-12-22 21:01:00-05:00,25000,25500.0
2023-12-23 21:01:00-05:00,25000,25750.0
2023-12-24 21:01:00-05:00,25000,25750.0
2023-12-25 21:01:00-05:00,25000,26000.0
2023-12-26 21:01:00-05:00,25000,26000.0
2023-12-27 21:01:00-05:00,25000,26250.0
2023-12-28 21:01:00-05:00,25000,26500.0
2023-12-29 21:01:00-05:00,25000,26500.0
2023-12-30 21:01:00-05:00,25000,26750.0
