,Date,Funds
0,2025-03-31 21:01:00-05:00,148
1,2025-03-31 22:01:00-05:00,148
2,2025-03-31 23:01:00-05:00,148
3,2025-04-01 00:01:00-05:00,148
4,2025-04-01 01:01:00-05:00,148
5,2025-04-01 02:01:00-05:00,148
6,2025-04-01 03:01:00-05:00,148
7,2025-04-01 04:01:00-05:00,148
8,2025-04-01 05:01:00-05:00,148
9,2025-04-01 06:01:00-05:00,148
10,2025-04-01 07:01:00-05:00,148
11,2025-04-01 08:01:00-05:00,148
12,2025-04-01 09:01:00-05:00,148
13,2025-04-01 10:01:00-05:00,148
14,2025-04-01 11:01:00-05:00,148
15,2025-04-01 12:01:00-05:00,148
16,2025-04-01 13:01:00-05:00,148
17,2025-04-01 14:01:00-05:00,148
18,2025-04-01 15:01:00-05:00,148
19,2025-04-01 16:01:00-05:00,148
20,2025-04-01 17:01:00-05:00,148
21,2025-04-01 17:42:00-05:00,148
22,2025-04-01 20:04:00-05:00,148
23,2025-04-01 21:11:00-05:00,226
24,2025-04-01 22:01:00-05:00,226
25,2025-04-01 23:01:00-05:00,226
26,2025-04-02 00:01:00-05:00,226
27,2025-04-02 01:01:00-05:00,226
28,2025-04-02 02:01:00-05:00,226
29,2025-04-02 03:01:00-05:00,226
30,2025-04-02 04:01:00-05:00,226
31,2025-04-02 05:01:00-05:00,226
32,2025-04-02 06:01:00-05:00,226
33,2025-04-02 07:01:00-05:00,226
34,2025-04-02 08:01:00-05:00,226
35,2025-04-02 09:01:00-05:00,226
36,2025-04-02 10:01:00-05:00,226
37,2025-04-02 11:01:00-05:00,226
38,2025-04-02 12:01:00-05:00,226
39,2025-04-02 13:01:00-05:00,226
40,2025-04-02 14:01:00-05:00,226
41,2025-04-02 15:01:00-05:00,226
42,2025-04-02 16:01:00-05:00,226
43,2025-04-02 17:01:00-05:00,226
44,2025-04-02 18:01:00-05:00,226
45,2025-04-02 19:01:00-05:00,226
46,2025-04-02 20:01:00-05:00,226
47,2025-04-02 21:01:00-05:00,345
48,2025-04-02 22:01:00-05:00,345
49,2025-04-02 23:01:00-05:00,345
50,2025-04-03 00:01:00-05:00,345
51,2025-04-03 01:01:00-05:00,345
52,2025-04-03 02:01:00-05:00,345
53,2025-04-03 03:01:00-05:00,345
54,2025-04-03 04:01:00-05:00,345
55,2025-04-03 05:01:00-05:00,345
56,2025-04-03 06:01:00-05:00,345
57,2025-04-03 07:01:00-05:00,345
58,2025-04-03 08:01:00-05:00,345
59,2025-04-03 09:01:00-05:00,345
60,2025-04-03 10:01:00-05:00,345
61,2025-04-03 11:01:00-05:00,345
62,2025-04-03 12:01:00-05:00,345
63,2025-04-03 13:01:00-05:00,345
64,2025-04-03 14:01:00-05:00,345
65,2025-04-03 15:01:00-05:00,345
66,2025-04-03 16:01:00-05:00,345
67,2025-04-03 17:01:00-05:00,345
68,2025-04-03 18:01:00-05:00,345
69,2025-04-03 19:01:00-05:00,345
70,2025-04-03 20:01:00-05:00,345
71,2025-04-03 21:01:00-05:00,438
72,2025-04-03 22:01:00-05:00,438
73,2025-04-03 23:01:00-05:00,438
74,2025-04-04 00:01:00-05:00,438
75,2025-04-04 01:01:00-05:00,438
76,2025-04-04 02:01:00-05:00,438
77,2025-04-04 03:01:00-05:00,438
78,2025-04-04 04:01:00-05:00,438
79,2025-04-04 05:01:00-05:00,438
80,2025-04-04 06:01:00-05:00,438
81,2025-04-04 07:01:00-05:00,438
82,2025-04-04 08:01:00-05:00,438
83,2025-04-04 09:01:00-05:00,438
84,2025-04-04 10:01:00-05:00,438
85,2025-04-04 11:01:00-05:00,438
86,2025-04-04 12:01:00-05:00,438
87,2025-04-04 13:01:00-05:00,438
