Date,Goal,Funds
2024-08-01 00:01:00-05:00,5000,50.0
2024-08-01 21:01:00-05:00,5000,200.0
2024-08-02 21:01:00-05:00,5000,350.0
2024-08-03 21:01:00-05:00,5000,550.0
2024-08-04 21:01:00-05:00,5000,650.0
2024-08-05 21:01:00-05:00,5000,850.0
2024-08-06 21:01:00-05:00,5000,1000.0
2024-08-07 21:01:00-05:00,5000,1100.0
2024-08-08 21:01:00-05:00,5000,1200.0
2024-08-09 21:01:00-05:00,5000,1350.0
2024-08-10 21:01:00-05:00,5000,1400.0
2024-08-11 21:01:00-05:00,5000,1600.0
2024-08-12 21:01:00-05:00,5000,1650.0
2024-08-13 21:01:00-05:00,5000,1850.0
2024-08-14 21:01:00-05:00,5000,2050.0
2024-08-15 21:01:00-05:00,5000,2450.0
2024-08-16 21:01:00-05:00,5000,2600.0
2024-08-17 21:01:00-05:00,5000,2700.0
2024-08-18 21:01:00-05:00,5000,2850.0
2024-08-19 21:01:00-05:00,5000,3050.0
2024-08-20 21:01:00-05:00,5000,3100.0
2024-08-21 21:01:00-05:00,5000,3150.0
2024-08-22 21:01:00-05:00,5000,3250.0
2024-08-23 21:01:00-05:00,5000,3350.0
2024-08-24 21:01:00-05:00,5000,3450.0
2024-08-25 21:01:00-05:00,5000,3550.0
2024-08-26 21:01:00-05:00,5000,3850.0
2024-08-27 21:01:00-05:00,5000,4100.0
2024-08-28 21:01:00-05:00,5000,4250.0
2024-08-29 21:01:00-05:00,5000,5550.0
2024-08-30 21:01:00-05:00,5000,5650.0
2024-08-31 21:01:00-05:00,5000,5997.0
