Date,Goal,Funds
2024-03-01 00:01:00-05:00,5000,400.0
2024-03-01 21:01:00-05:00,5000,600.0
2024-03-02 21:01:00-05:00,5000,750.0
2024-03-03 21:01:00-05:00,5000,1000.0
2024-03-04 21:01:00-05:00,5000,1100.0
2024-03-05 21:01:00-05:00,5000,1400.0
2024-03-06 21:01:00-05:00,5000,1650.0
2024-03-07 21:01:00-05:00,5000,1950.0
2024-03-08 21:01:00-05:00,5000,2050.0
2024-03-09 21:01:00-05:00,5000,2150.0
2024-03-10 21:01:00-05:00,5000,2250.0
2024-03-11 21:01:00-05:00,5000,2350.0
2024-03-12 21:01:00-05:00,5000,2400.0
2024-03-13 21:01:00-05:00,5000,2600.0
2024-03-14 21:01:00-05:00,5000,2750.0
2024-03-15 21:01:00-05:00,5000,3350.0
2024-03-16 21:01:00-05:00,5000,3700.0
2024-03-17 21:01:00-05:00,5000,3950.0
2024-03-18 21:01:00-05:00,5000,4200.0
2024-03-19 21:01:00-05:00,5000,4450.0
2024-03-20 21:01:00-05:00,5000,4550.0
2024-03-21 21:01:00-05:00,5000,4650.0
2024-03-22 21:01:00-05:00,5000,4750.0
2024-03-23 21:01:00-05:00,5000,4850.0
2024-03-24 21:01:00-05:00,5000,4950.0
2024-03-25 21:01:00-05:00,5000,5100.0
2024-03-26 21:01:00-05:00,5000,5450.0
2024-03-27 21:01:00-05:00,5000,5500.0
2024-03-28 21:01:00-05:00,5000,5600.0
2024-03-29 21:01:00-05:00,5000,5750.0
2024-03-30 21:01:00-05:00,5000,5950.0
2024-03-31 21:01:00-05:00,5000,5628.0
