Date,Goal,Funds
2022-05-01 00:01:00-05:00,4375,131.0
2022-05-02 21:01:00-05:00,4375,263.0
2022-05-03 21:01:00-05:00,4375,569.0
2022-05-04 21:01:00-05:00,4375,656.0
2022-05-05 21:01:00-05:00,4375,831.0
2022-05-06 21:01:00-05:00,4375,831.0
2022-05-07 21:01:00-05:00,4375,1094.0
2022-05-08 21:01:00-05:00,4375,1094.0
2022-05-09 21:01:00-05:00,4375,1225.0
2022-05-10 21:01:00-05:00,4375,1313.0
2022-05-11 21:01:00-05:00,4375,1400.0
2022-05-12 21:01:00-05:00,4375,1531.0
2022-05-13 21:01:00-05:00,4375,1575.0
2022-05-14 21:01:00-05:00,4375,1663.0
2022-05-15 21:01:00-05:00,4375,1706.0
2022-05-16 21:01:00-05:00,4375,1794.0
2022-05-17 21:01:00-05:00,4375,1881.0
2022-05-18 21:01:00-05:00,4375,1925.0
2022-05-19 21:01:00-05:00,4375,2013.0
2022-05-20 21:01:00-05:00,4375,2100.0
2022-05-21 21:01:00-05:00,4375,2188.0
2022-05-22 21:01:00-05:00,4375,2319.0
2022-05-23 21:01:00-05:00,4375,2363.0
2022-05-24 21:01:00-05:00,4375,2406.0
2022-05-25 21:01:00-05:00,4375,2581.0
2022-05-26 21:01:00-05:00,4375,2800.0
2022-05-27 21:01:00-05:00,4375,3456.0
2022-05-28 21:01:00-05:00,4375,3544.0
2022-05-29 21:01:00-05:00,4375,3631.0
2022-05-30 21:01:00-05:00,4375,3763.0
