Date,Goal,Funds
2022-12-01 00:01:00-05:00,7215,72.0
2022-12-01 21:01:00-05:00,7215,216.0
2022-12-02 21:01:00-05:00,7215,361.0
2022-12-03 21:01:00-05:00,7215,433.0
2022-12-04 21:01:00-05:00,7215,505.0
2022-12-05 21:01:00-05:00,7215,577.0
2022-12-06 21:01:00-05:00,7215,722.0
2022-12-07 21:01:00-05:00,7215,866.0
2022-12-08 21:01:00-05:00,7215,938.0
2022-12-09 21:01:00-05:00,7215,938.0
2022-12-10 21:01:00-05:00,7215,1082.0
2022-12-11 21:01:00-05:00,7215,1299.0
2022-12-12 21:01:00-05:00,7215,1587.0
2022-12-13 21:01:00-05:00,7215,2020.0
2022-12-14 21:01:00-05:00,7215,2165.0
2022-12-15 21:01:00-05:00,7215,2381.0
2022-12-16 21:01:00-05:00,7215,2742.0
2022-12-17 21:01:00-05:00,7215,2742.0
2022-12-18 21:01:00-05:00,7215,3030.0
2022-12-19 21:01:00-05:00,7215,3247.0
2022-12-20 21:01:00-05:00,7215,3391.0
2022-12-21 21:01:00-05:00,7215,3463.0
2022-12-22 21:01:00-05:00,7215,3535.0
2022-12-23 21:01:00-05:00,7215,3680.0
2022-12-24 21:01:00-05:00,7215,3824.0
2022-12-25 21:01:00-05:00,7215,3968.0
2022-12-26 21:01:00-05:00,7215,4113.0
2022-12-27 21:01:00-05:00,7215,4329.0
2022-12-28 21:01:00-05:00,7215,5195.0
2022-12-29 21:01:00-05:00,7215,5483.0
2022-12-30 21:01:00-05:00,7215,5628.0
