Date,Goal,Funds
2022-09-01 00:01:00-05:00,7215,144.0
2022-09-01 21:01:00-05:00,7215,361.0
2022-09-02 21:01:00-05:00,7215,505.0
2022-09-03 21:01:00-05:00,7215,577.0
2022-09-04 21:01:00-05:00,7215,722.0
2022-09-05 21:01:00-05:00,7215,794.0
2022-09-06 21:01:00-05:00,7215,1010.0
2022-09-07 21:01:00-05:00,7215,1082.0
2022-09-08 21:01:00-05:00,7215,1154.0
2022-09-09 21:01:00-05:00,7215,1299.0
2022-09-10 21:01:00-05:00,7215,1371.0
2022-09-11 21:01:00-05:00,7215,1443.0
2022-09-12 21:01:00-05:00,7215,1659.0
2022-09-13 21:01:00-05:00,7215,1804.0
2022-09-14 21:01:00-05:00,7215,1876.0
2022-09-15 21:01:00-05:00,7215,1876.0
2022-09-16 21:01:00-05:00,7215,2237.0
2022-09-17 21:01:00-05:00,7215,2597.0
2022-09-18 21:01:00-05:00,7215,2742.0
2022-09-19 21:01:00-05:00,7215,3030.0
2022-09-20 21:01:00-05:00,7215,3319.0
2022-09-21 21:01:00-05:00,7215,3463.0
2022-09-22 21:01:00-05:00,7215,3608.0
2022-09-23 21:01:00-05:00,7215,4040.0
2022-09-24 21:01:00-05:00,7215,4473.0
2022-09-25 21:01:00-05:00,7215,4978.0
2022-09-26 21:01:00-05:00,7215,5411.0
2022-09-27 21:01:00-05:00,7215,5988.0
2022-09-28 21:01:00-05:00,7215,6782.0
2022-09-29 21:01:00-05:00,7215,7071.0
2022-09-30 21:01:00-05:00,7215,7504.0
