Date,Goal,Funds
2022-06-01 00:01:00-05:00,4375,0.0
2022-06-01 21:01:00-05:00,4375,131.0
2022-06-02 21:01:00-05:00,4375,219.0
2022-06-03 21:01:00-05:00,4375,394.0
2022-06-04 21:01:00-05:00,4375,438.0
2022-06-05 21:01:00-05:00,4375,525.0
2022-06-06 21:01:00-05:00,4375,656.0
2022-06-07 21:01:00-05:00,4375,700.0
2022-06-08 21:01:00-05:00,4375,788.0
2022-06-09 21:01:00-05:00,4375,831.0
2022-06-10 21:01:00-05:00,4375,963.0
2022-06-11 21:01:00-05:00,4375,1006.0
2022-06-12 21:01:00-05:00,4375,1094.0
2022-06-13 21:01:00-05:00,4375,1138.0
2022-06-14 21:01:00-05:00,4375,1225.0
2022-06-15 21:01:00-05:00,4375,1356.0
2022-06-16 21:01:00-05:00,4375,1400.0
2022-06-17 21:01:00-05:00,4375,1488.0
2022-06-18 21:01:00-05:00,4375,1531.0
2022-06-19 21:01:00-05:00,4375,1619.0
2022-06-20 21:01:00-05:00,4375,1706.0
2022-06-21 21:01:00-05:00,4375,1750.0
2022-06-22 21:01:00-05:00,4375,1794.0
2022-06-23 21:01:00-05:00,4375,1881.0
2022-06-24 21:01:00-05:00,4375,1925.0
2022-06-25 21:01:00-05:00,4375,2100.0
2022-06-26 21:01:00-05:00,4375,2275.0
2022-06-27 21:01:00-05:00,4375,2406.0
2022-06-28 21:01:00-05:00,4375,2625.0
2022-06-29 21:01:00-05:00,4375,3238.0
