Date,Goal,Funds
2025-07-01 00:01:00-05:00,7000,105
2025-07-01 01:01:00-05:00,7000,110
2025-07-01 02:01:00-05:00,7000,120
2025-07-01 03:01:00-05:00,7000,120
2025-07-01 04:01:00-05:00,7000,120
2025-07-01 05:01:00-05:00,7000,130
2025-07-01 06:01:00-05:00,7000,160
2025-07-01 07:01:00-05:00,7000,172
2025-07-01 08:01:00-05:00,7000,192
2025-07-01 09:01:00-05:00,7000,192
2025-07-01 10:01:00-05:00,7000,192
2025-07-01 11:01:00-05:00,7000,197
2025-07-01 12:01:00-05:00,7000,197
2025-07-01 13:01:00-05:00,7000,197
2025-07-01 14:01:00-05:00,7000,197
2025-07-01 15:01:00-05:00,7000,197
2025-07-01 16:01:00-05:00,7000,197
2025-07-01 17:01:00-05:00,7000,202
2025-07-01 18:01:00-05:00,7000,202
2025-07-01 19:01:00-05:00,7000,207
2025-07-01 20:01:00-05:00,7000,207
2025-07-01 21:01:00-05:00,7000,232
2025-07-01 22:01:00-05:00,7000,232
2025-07-01 23:01:00-05:00,7000,242
2025-07-02 00:01:00-05:00,7000,242
2025-07-02 01:01:00-05:00,7000,242
2025-07-02 02:01:00-05:00,7000,242
2025-07-02 03:01:00-05:00,7000,247
2025-07-02 04:01:00-05:00,7000,247
2025-07-02 05:01:00-05:00,7000,362
2025-07-02 06:01:00-05:00,7000,369
2025-07-02 07:01:00-05:00,7000,369
2025-07-02 08:01:00-05:00,7000,369
2025-07-02 09:01:00-05:00,7000,371
2025-07-02 10:01:00-05:00,7000,371
2025-07-02 11:01:00-05:00,7000,371
2025-07-02 12:01:00-05:00,7000,444
2025-07-02 13:01:00-05:00,7000,444
2025-07-02 14:01:00-05:00,7000,444
2025-07-02 16:01:00-05:00,7000,444
2025-07-02 17:01:00-05:00,7000,444
2025-07-02 18:01:00-05:00,7000,444
2025-07-02 19:01:00-05:00,7000,449
2025-07-02 20:01:00-05:00,7000,449
2025-07-02 21:01:00-05:00,7000,449
2025-07-02 22:01:00-05:00,7000,449
2025-07-02 23:01:00-05:00,7000,449
2025-07-03 00:01:00-05:00,7000,449
2025-07-03 01:01:00-05:00,7000,449
2025-07-03 02:01:00-05:00,7000,449
2025-07-03 03:01:00-05:00,7000,449
2025-07-03 04:01:00-05:00,7000,454
2025-07-03 05:01:00-05:00,7000,589
2025-07-03 06:01:00-05:00,7000,589
2025-07-03 07:01:00-05:00,7000,589
2025-07-03 08:01:00-05:00,7000,589
2025-07-03 09:01:00-05:00,7000,589
2025-07-03 10:01:00-05:00,7000,589
2025-07-03 11:01:00-05:00,7000,598
2025-07-03 12:01:00-05:00,7000,598
2025-07-03 13:01:00-05:00,7000,598
2025-07-03 14:01:00-05:00,7000,598
2025-07-03 15:01:00-05:00,7000,603
2025-07-03 16:01:00-05:00,7000,608
2025-07-03 17:01:00-05:00,7000,608
2025-07-03 18:01:00-05:00,7000,608
2025-07-03 19:01:00-05:00,7000,608
2025-07-03 20:01:00-05:00,7000,608
2025-07-03 21:01:00-05:00,7000,608
2025-07-03 22:01:00-05:00,7000,608
2025-07-03 23:01:00-05:00,7000,608
2025-07-04 00:01:00-05:00,7000,608
2025-07-04 01:01:00-05:00,7000,608
2025-07-04 02:01:00-05:00,7000,608
2025-07-04 03:01:00-05:00,7000,608
2025-07-04 04:01:00-05:00,7000,615
2025-07-04 05:01:00-05:00,7000,703
